Mean H,Mean S,Mean V,Std H,Std S,Std V,Ratio S/H,Ratio V/S,Entropy H,Prop Kuning,Prop Hijau,Std Gray,Label,Filename
62.2005787,48.12009259,197.7579475,75.64982737,44.9408197,52.67489217,0.773627607,4.109674271,4.628389359,0.1579243827,0.03011574074,59.27764721,matang,matang-1.jpg
48.79940586,55.69912809,161.9685185,67.03949558,48.58489858,73.34692538,1.141389238,2.907917862,4.440549374,0.1749228395,0.05546296296,78.16444986,matang,matang-2.jpg
44.04161265,73.42077932,164.8736728,69.50109648,47.4874339,67.09645879,1.667077072,2.245599296,4.28489542,0.09703703704,0.0003163580247,69.62868829,matang,matang-3.jpg
36.44554012,69.0788966,174.1998457,62.38709231,50.76749837,57.38533387,1.895400025,2.521751635,4.356855392,0.1020447531,0.01212191358,67.3590276,matang,matang-4.jpg
96.426875,124.9725772,181.4502855,81.46650703,71.19480906,62.82925456,1.296034577,1.451920694,3.790263653,0.1151929012,0.03106481481,61.19380873,matang,matang-5.jpg
133.7838889,134.0398997,200.8471219,70.89657064,65.05058814,64.03093774,1.00191354,1.498412841,3.277770042,0.1086111111,0.006952160494,53.70052095,matang,matang-6.jpg
60.81674383,71.3985108,179.0614429,74.54271373,54.29949946,65.26534785,1.17399411,2.507915303,4.109499454,0.2587191358,0.004930555556,67.65480783,matang,matang-7.jpg
53.18290123,52.65177469,187.3083796,70.42913951,43.14163104,57.66733671,0.9900130224,3.557493459,4.319702148,0.2475848765,0.01530864198,63.66432006,matang,matang-8.jpg
45.13668981,34.64579475,205.0146528,64.07254795,40.428043,48.63434851,0.7675748315,5.91744525,4.593485355,0.2075154321,0.04652006173,57.25100027,matang,matang-9.jpg
45.46460648,46.14531636,187.1549691,64.65279106,46.4822298,63.12959625,1.01497208,4.055773009,4.444820404,0.2147839506,0.04927469136,72.00689499,matang,matang-10.jpg
25.2875463,76.11700617,145.6473302,48.56791671,49.08219295,59.70744526,3.010057804,1.913466102,3.708913565,0.1718441358,0.0281558642,69.31330297,mentah,mentah-1.jpg
43.60441358,82.65427469,155.2957793,66.07464313,53.62993721,65.64672914,1.895547926,1.878859395,3.902041912,0.1721219136,0.03369598765,68.91577678,mentah,mentah-2.jpg
33.60491512,74.10728395,152.872446,57.83280042,49.26669661,65.12748813,2.205250679,2.062852897,3.814814329,0.1702006173,0.03625,71.60926518,mentah,mentah-3.jpg
50.00654321,96.33069444,156.2666898,73.67360892,52.27184928,64.16515964,1.926361412,1.622189838,3.95757103,0.05798611111,0.03578703704,61.54169239,mentah,mentah-4.jpg
57.84814043,56.4404784,184.3078009,73.82113499,45.70718759,62.81804783,0.9756660839,3.265524558,4.486325264,0.1582638889,0.03471450617,66.70395332,mentah,mentah-5.jpg
66.16698302,77.83890432,186.2248843,75.72201686,63.65803016,55.44197116,1.176400812,2.392439384,4.421010494,0.1280169753,0.04122685185,66.50860944,mentah,mentah-6.jpg
60.59587191,99.35103395,163.9999923,75.21014124,59.42881103,68.98148196,1.639567423,1.65071232,3.837291241,0.1752006173,0.02132716049,65.01941233,mentah,mentah-7.jpg
68.67945216,109.191304,164.6213657,80.57726961,55.33729766,62.47501754,1.589868362,1.507641585,3.747662783,0.09973765432,0.01927469136,54.56126523,mentah,mentah-8.jpg
12.87982253,83.23969907,151.9445988,24.62951739,44.08401007,50.80412718,6.462793586,1.82538599,3.293385983,0.1763271605,0.02067901235,61.54735613,mentah,mentah-9.jpg
54.88625772,42.28777006,197.2564198,69.56858695,46.66311185,55.52100249,0.7704617534,4.664619885,4.733121395,0.1028009259,0.04603395062,65.03630165,mentah,mentah-10.jpg
