Mean H,Mean S,Mean V,Std H,Std S,Std V,Ratio S/H,Ratio V/S,Entropy H,Prop Kuning,Prop Hijau,Std Gray,Label,Filename
42.72057291666667,71.50489583333334,126.00307291666668,11.410571381622388,76.89869673384685,48.105949053180346,1.673780902587754,1.7621598329261483,3.993867874145508,0.52609375,0.3447395833333333,50.632361357798295,mentah,mentah-1.jpg
43.51026041666667,92.71,112.865625,11.719468263983504,89.04817729278162,54.1381668513632,2.1307612918095606,1.2174049490448766,4.060441493988037,0.5,0.33875,56.11417200147704,mentah,mentah-2.jpg
40.58838541666667,60.6490625,129.129375,14.35001090655058,67.61468859430195,45.36734361053159,1.4942463696186394,2.1291236564252487,4.682277202606201,0.3615104166666666,0.3366145833333333,47.97057465310761,mentah,mentah-3.jpg
44.79744791666667,56.67885416666667,130.89348958333332,13.073086369976703,69.73218552925948,44.80971875736864,1.265224787355168,2.309388014523991,4.349295616149902,0.3027604166666666,0.47,47.05615105366861,mentah,mentah-4.jpg
43.40322916666667,76.0721875,121.73286458333334,13.928407347545134,70.09073878883603,42.57699328768017,1.7526845682619652,1.6002280541893552,3.985186815261841,0.4469791666666666,0.4370833333333333,45.38857041316605,mentah,mentah-5.jpg
34.79354166666667,81.92052083333333,117.54427083333331,5.921621747736332,75.994586812014,50.36565275654944,2.3544742318392227,1.4348572895905205,3.5715532302856445,0.8376041666666667,0.0282291666666666,52.134501794233145,mentah,mentah-6.jpg
34.07932291666667,71.19088541666666,123.71083333333333,5.96999525054737,69.87019788394075,45.66464404736144,2.0889753209297823,1.737733913996692,3.4747233390808105,0.8511979166666667,0.01671875,48.25179016200781,mentah,mentah-7.jpg
34.724947916666665,94.16197916666668,110.26302083333331,4.52210110842154,82.90575291809509,52.9351833145143,2.7116513544130885,1.1709929007358568,3.398749351501465,0.90890625,0.0135416666666666,55.1095781006047,mentah,mentah-8.jpg
35.727916666666665,59.15770833333333,132.95609375,5.35849518612476,66.74715679773632,45.51012363739755,1.655783412378253,2.2474851548675066,3.4511094093322754,0.82125,0.02,47.415643093374,mentah,mentah-9.jpg
34.77338541666666,75.88223958333333,118.99755208333332,5.338963499340236,73.78901466050078,48.138908642154576,2.182192411010961,1.5681869308928578,3.347319364547729,0.9025520833333334,0.02734375,50.4029406896555,mentah,mentah-10.jpg
29.814322916666665,77.36979166666667,131.74161458333333,6.752318510757977,79.08382172283994,38.02916448674343,2.5950535899267355,1.7027523884695666,3.822099208831787,0.9166145833333332,0.0064583333333333,43.67946120749998,matang,matang-1.jpg
29.75552083333333,92.37166666666668,113.95020833333334,8.47615655453968,80.3195823033766,49.67497085176059,3.1043528406217598,1.2336054994923948,4.317032814025879,0.8464583333333333,0.0232291666666666,53.39537519288983,matang,matang-2.jpg
29.04125,81.02171875,126.3128125,7.52956440334809,80.05056017634043,35.928606325691376,2.789883040543007,1.5589992271054818,4.046527862548828,0.8888541666666666,0.02078125,42.20020925843402,matang,matang-3.jpg
30.51828125,93.31526041666666,110.60567708333332,9.29147117679605,85.22404746971176,48.567093616501886,3.0576830023753923,1.1852902165900867,4.539105415344238,0.8011458333333333,0.0390625,52.60461373892117,matang,matang-4.jpg
30.699114583333333,72.10427083333333,124.9046875,9.534812271322949,78.71956993082036,37.202127780016525,2.3487402918478986,1.732278389804803,4.371734619140625,0.7913541666666667,0.0590104166666666,42.85294818137754,matang,matang-5.jpg
33.62828125,59.85994791666667,125.45057291666669,10.597764218027235,71.4561179442597,37.46264743443483,1.7800472665011389,2.0957343987997987,4.555665016174316,0.7167708333333334,0.1018229166666666,41.43628950041728,matang,matang-6.jpg
28.812135416666667,68.86645833333333,130.24921875,6.753083294441312,70.8369149581624,41.23339595640871,2.3901884895213965,1.8913300173831575,3.8653018474578857,0.8920833333333333,0.0045833333333333,45.794896403028666,matang,matang-7.jpg
26.21223958333333,100.39166666666668,107.99927083333333,7.2047297966405255,81.98657177482718,42.59410781201608,3.829952341461727,1.0757791324865145,4.237051963806152,0.8233854166666666,0.0052604166666666,47.01596254448456,matang,matang-8.jpg
29.06833333333333,90.93875,107.69192708333334,8.919391172545852,82.81578829006077,46.65024157488022,3.128446260496671,1.184224714338895,4.235999584197998,0.8249479166666667,0.04828125,50.44034251010147,matang,matang-9.jpg
29.752760416666668,76.99802083333333,120.30401041666669,6.653794945124662,83.93589689608115,40.714742218471166,2.5879277712639897,1.5624297026124163,3.7374520301818848,0.9356770833333332,0.02125,45.49557695563429,matang,matang-10.jpg
32.84875,48.662708333333335,140.75041666666667,8.913101224461663,64.85448925092436,30.19744573623828,1.4814169038141265,2.8923665074060287,4.185513019561768,0.8072395833333333,0.070625,35.1016736750394,matang,matang-11.jpg
